sample,cohort,organ,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7c,SBS8,SBS9,SBS10a,SBS10d,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17,SBS17a,SBS18,SBS19,SBS20,SBS22,SBS23,SBS24,SBS26,SBS28,SBS30,SBS31,SBS32,SBS33,SBS35,SBS38,SBS44,SBS52,SBS53,SBS57,SBS84,SBS87,SBS88,SBS90,SBS92,SBS93,SBS94,SBS95,SBS96,SBS97,SBS98,SBS99,SBS100,SBS101,SBS102,SBS103,SBS104,SBS105,SBS106,SBS107,SBS108,SBS109,SBS110,SBS111,SBS112,SBS113,SBS114,SBS115,SBS116,SBS117,SBS118,SBS119,SBS120,SBS121,SBS122,SBS123,SBS124,SBS125,SBS126,SBS127,SBS128,SBS129,SBS130,SBS131,SBS132,SBS133,SBS134,SBS135,SBS136,SBS137,SBS138,SBS139,SBS140,SBS141,SBS142,SBS143,SBS144,SBS145,SBS146,SBS147,SBS148,SBS149,SBS150,SBS151,SBS152,SBS153,SBS154,SBS155,SBS156,SBS157,SBS158,SBS159,SBS160,SBS161,SBS162,SBS163,SBS164,SBS165,SBS166,SBS167,SBS168,SBS169
428c100f-d7d0-4860-a8fc-2bae6a4bba95,ICGC,Colorectal,3565.36717815863,0,0,0,2787.83230370666,0,0,0,0,0,0,0,0,0,0,0,0,0,5050.97847748107,0,2292.12883618972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.767127498255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.926076965848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03cff38d-7e29-4409-a508-749bddb1b3df,ICGC,Colorectal,0,0,0,0,1954.08057740562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229.02909583016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8111.61613890314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492.60853616675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa06ae46-2336-4666-a3af-fc790daf8da4,ICGC,Colorectal,4302.12758972863,0,0,0,4796.69973737963,0,0,0,0,0,0,0,0,0,0,0,0,0,895.130580682813,0,1901.7774292384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268.21213243242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.052530538341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14c5b81d-da49-4db1-9834-77711c2b1d38,ICGC,Colorectal,0,0,0,0,0,0,0,0,0,0,2281828.6219822,0,0,0,0,0,0,0,126657.814238275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d59205a-65ec-4341-9748-28639d82ed29,ICGC,Colorectal,5448.20238160267,0,0,0,835.454361719561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081.94089692467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972.636915955938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.787074867421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb6150f7-23e4-40f2-b466-6b6edd19c502,ICGC,Colorectal,4848.97320993668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821.67231988664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809.63875481557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d452293a-6148-4fcf-9fbc-446815016751,ICGC,Colorectal,2875.42757163608,0,0,0,706.711078832695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068.25802191998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.621334273593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.314226270515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faff4626-615b-416a-b7a6-9d177dcc94a9,ICGC,Colorectal,2649.31552144769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630.30967100121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9979.52350621278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296.87110285134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b180356-cf58-4fad-a3d4-00fc12b43fcc,ICGC,Colorectal,1230.11324929251,0,0,0,8347.98219706715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953.59171597633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4768.09158891131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052.99130277981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd3d7559-b583-4474-81df-4bf9232de3c2,ICGC,Colorectal,3266.57598961713,0,0,0,720.90642439974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082.72965606749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826.836495371474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.009967964177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81b1e78c-6032-4ff4-b52a-83456b9450ea,ICGC,Colorectal,4305.18000743218,0,0,0,5494.09163879599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3069.27186919361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125.2204722492,10305.7340022297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915.053552277386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8da641e4-9b12-4163-bd1e-9d5af91e5186,ICGC,Colorectal,6611.28114358509,0,0,0,5179.89551434381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956.06580268992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536.03846484221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091.93894763773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786fc3e4-e2bf-4914-9251-41c800ebb2fa,ICGC,Colorectal,5011.13112422976,0,0,0,2080.31817985953,0,0,0,0,0,0,0,0,0,0,0,0,0,911.386995303141,0,2308.41448700823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.981533409431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.767680190082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14334aea-2dae-428c-9d4a-1a37878dfc3f,ICGC,Colorectal,5850.52403110865,0,0,0,3422.55156031369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312.94435586216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889.93473763139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244.31562844899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecf4e05a-0912-4b93-ad66-323002f0c845,ICGC,Colorectal,5235.46378666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446.08554666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.50143033915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.167582994285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3bb4c27b-4d0d-4d13-b910-41a9ebf95880,ICGC,Esophagus,2021.68107333923,2167.22576407894,1199.93967838167,0,0,0,0,0,2140.68572706984,0,0,0,0,0,2255.76427341134,0,0,0,8084.22345086145,0,1999.17349087999,0,0,0,0,0,0,2266.26346939635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb753e6f-5ea3-4b58-9db3-7a62d15c8b2e,ICGC,Esophagus,5002.39339089015,0,1465.7819406634,0,0,0,0,0,2614.94684766714,0,0,0,0,0,0,0,0,0,2590.46263768979,0,4677.33533789818,0,0,0,0,0,0,2382.42548377493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.8573384936,0,0,0,0,0,0,1616.78874665079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2,ICGC,Esophagus,2393.2436876101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10457.7831100197,0,3126.65707574868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba096d4f-5a6c-4c31-ae03-e7483cf58c38,ICGC,Esophagus,1110.69185676634,2188.42292779247,0,0,0,0,0,0,0,0,0,0,0,0,2277.8274130229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753.04167045351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345,ICGC,Esophagus,1688.55360294682,0,741.845116235828,0,0,0,0,0,1323.44757043477,0,0,0,0,0,0,0,0,0,0,0,830.732253856189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.494666564347,0,0,0,0,0,0,673.715831478781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c5c2293-3f40-4ae3-8346-6a327b2abf4d,ICGC,Esophagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35797.0209402395,0,0,0,0,0,0,0,0,20945.1558958734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7141.09880799658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a37a825c-d74e-46cc-92ef-b65016857b4a,ICGC,Esophagus,6375.7716802168,748.503502900513,0,0,0,0,0,0,0,0,0,0,0,0,779.082404958303,0,0,0,8283.75447154472,0,1583.57073170732,0,0,0,0,0,0,2946.20135501355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646.05379403794,0,0,0,0,0,0,1901.48455284553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96a2896c-1e32-4827-a526-6b7104832f9a,ICGC,Esophagus,4201.98517051493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19529.1404695199,0,2740.22915660323,0,0,0,0,0,0,8720.95956912376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933.02671239494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09497b9b-6fca-48cb-af97-161a3e434a51,ICGC,Esophagus,1923.01732306781,828.493675785874,1417.428691747,0,0,0,0,0,2528.68491994057,0,0,0,0,0,862.340447202683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330.04945217649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b02b4bba-6e66-44fb-a48f-38c309aaaac5,ICGC,Esophagus,8325.55223291111,819.81066965918,469.641502032956,0,0,0,0,0,837.837833312993,0,0,0,0,0,853.302710880491,0,0,0,1122.411487573,0,1061.88929951759,0,0,0,0,0,0,1234.45256298135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582.08000677067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47874ff4-0b1c-4a31-9192-2a10e93ce9a1,ICGC,Esophagus,5292.09327048697,1063.44395548664,1305.75713276626,0,0,0,0,0,2329.46347844935,0,0,0,0,0,1106.8892412238,0,0,0,0,0,2989.77021799831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445.81202448959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31f3ff14-7d74-447c-a5da-9ad8336c3f3f,ICGC,Esophagus,2910.78779092185,0,2127.93391388207,0,0,0,0,0,3796.22229322289,0,0,0,0,0,0,0,0,0,11971.4091645203,0,2327.3292101732,0,0,0,0,0,0,2903.78228480651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438.41652143066,0,0,0,0,0,0,2926.80037632833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35dc84c1-476c-4d48-ae23-622bf6e043ac,ICGC,Esophagus,4466.97094211124,1021.16759753683,1207.7871219237,0,0,0,0,0,2154.68552279878,0,0,0,0,0,1062.88575093046,0,0,0,16256.1158910329,0,0,0,0,0,0,0,0,3740.80079455165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3353.97650397276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9749a9a5-cb7f-4038-a5f9-5e2d6b97c689,ICGC,Esophagus,3777.10137236962,0,859.405547347509,0,0,0,0,0,1533.17472712681,0,0,0,0,0,0,0,0,0,0,0,3539.94034766697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.731161939616,0,0,0,0,0,0,1309.12885635865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a0d0c42-1884-4c6a-936a-678a822c0936,ICGC,Esophagus,2940.46250940293,0,1184.43409872899,0,0,0,0,0,2113.02385901894,0,0,0,0,0,0,0,0,0,10444.8668290133,0,4724.93975750003,0,0,0,0,0,0,14270.3180549004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506.96803641324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4283773c-c04b-4f33-a398-f3566f6d293a,ICGC,Esophagus,3152.91031826172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20091.2423800441,0,0,0,0,0,0,0,0,7204.65253001234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491.65993492651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ded8b673-53df-4038-a375-7cd0fd2a1b9f,ICGC,Esophagus,2584.15505350773,912.936623087171,672.832757699854,0,0,0,0,0,1200.3299057963,0,0,0,0,0,950.233174772197,0,0,0,3904.2126040428,0,1616.84565992866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.13460166468,0,0,0,0,0,0,1059.24375743163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64623aaa-a274-4baa-8b71-958d9c8df733,ICGC,Esophagus,0,5561.60677701875,6013.49089939428,0,0,0,0,0,10728.0343921614,0,0,0,0,0,5788.81724197899,0,0,0,11986.1718124136,0,0,0,0,0,0,0,0,6759.63468150721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704.83378823863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd7d623b-b9af-4147-9aa6-e09793691f10,ICGC,Esophagus,2880.40630581124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13225.2740761094,0,4819.50662865778,0,0,0,0,0,0,5047.95954114576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08c196e-4f96-4b16-94b4-aa6a0153ac50,ICGC,Esophagus,6626.67554592822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29963.1641590071,0,3470.94924184767,0,0,0,0,0,0,6256.50090744102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8414.10450207833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce799e7b-30e7-44a5-a185-3e50d5e059ef,ICGC,Esophagus,1117.06478389467,0,482.321340446305,0,0,0,0,0,860.45859467461,0,0,0,0,0,0,0,0,0,3425.76543268773,0,1038.99036351493,0,0,0,0,0,0,1235.1773685717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.719397004103,0,0,0,0,0,0,1394.32907165347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e872e0d-4711-4364-a5d0-6beeb6fd3ff2,ICGC,Esophagus,3772.46436817737,0,1061.56430698076,0,0,0,0,0,1893.82483241602,0,0,0,0,0,0,0,0,0,16990.3584337713,0,0,0,0,0,0,0,0,3222.74096057833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8807.08967493139,0,0,0,0,0,0,2434.20328574364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7a0889c-dd8c-4230-9c63-384f1f6ee577,ICGC,Esophagus,4344.49957994959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6795.79529543546,0,4215.74768972277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257.96107532904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6495e68e-1434-45d3-a03d-f286447dda79,ICGC,Esophagus,3701.92682219968,0,893.959580266812,0,0,0,0,0,1594.81893009443,0,0,0,0,0,0,0,0,0,2345.32009853644,0,5208.9899289958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753.49166787422,0,0,0,0,0,0,2824.18127807564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35eb6ecf-9514-4416-94b1-02200c0a1571,ICGC,Esophagus,6526.57853561787,0,841.376348921692,0,0,0,0,0,1501.01073718966,0,0,0,0,0,0,0,0,0,0,0,4458.23673626797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807.29866123079,0,0,0,0,0,0,1274.71064955099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0250e6f7-2538-4d1f-a8ff-ca34a7057dde,ICGC,Esophagus,4715.61626462283,1994.33623955717,1920.29729299744,0,0,0,0,0,3425.79971386106,0,0,0,0,0,2075.81162651715,0,0,0,2930.58639774102,0,3528.09429608713,0,0,0,0,0,0,2623.33944332392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5607.38181524808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb,ICGC,Esophagus,3105.77842525466,352.80742062896,450.58288571386,0,0,0,0,0,803.837367567071,0,0,0,0,0,367.220798146725,0,0,0,0,0,3244.38010461595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.32334587501,0,0,0,0,0,0,927.180187207488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
